Label,area_0,area_1,area_2,area_3,area_4
Parasitized,354.5,1412.5,12265,0,0
Parasitized,334,99,4,15400,0
Parasitized,66,81,357.5,219.5,4
Parasitized,36,15,68,4,538
Parasitized,8.5,7,176,310.5,15619
Parasitized,31,16714,0,0,0
Parasitized,193.5,257.5,163,2,370
Parasitized,17658.5,0,0,0,0
Parasitized,278.5,38,37.5,171.5,8
Parasitized,12.5,6,168,285.5,16294
Parasitized,9.5,58.5,14887,0,0
Parasitized,12024.5,0,0,0,0
Parasitized,374,17629,0,0,0
Parasitized,8.5,12461.5,70.5,0,0
Parasitized,4,16225,0,0,0
Parasitized,232,212.5,11928.5,0,0
Parasitized,166.5,71,172.5,18169.5,0
Parasitized,151,14952,0,0,0
Parasitized,159,17774,0,0,0
Parasitized,334.5,11990.5,0,0,0
Parasitized,312,13105,0,0,0
Parasitized,164.5,22.5,15,17755.5,0
Parasitized,76.5,188,20239.5,0,0
Parasitized,175.5,275,11214.5,0,0
Parasitized,304.5,24778,0,0,0
Parasitized,43.5,24,17073,0,0
Parasitized,374.5,14660.5,0,0,0
Parasitized,610.5,14,92.5,17,248.5
Parasitized,18773,0,0,0,0
Parasitized,288.5,182.5,180.5,16242.5,0
Parasitized,176,14046,0,0,0
Parasitized,316,12422.5,0,0,0
Parasitized,5.5,84,116,13913.5,0
Parasitized,10,12334.5,0,0,0
Parasitized,9.5,7,34.5,10999.5,0
Parasitized,226.5,20.5,13003.5,0,0
Parasitized,306.5,11195,0,0,0
Parasitized,12.5,9927,0,0,0
Parasitized,14278.5,0,0,0,0
Parasitized,15717,0,0,0,0
Parasitized,86.5,15368.5,0,0,0
Parasitized,78,17485,0,0,0
Parasitized,11190.5,0,0,0,0
Parasitized,16990.5,0,0,0,0
Parasitized,88,15962.5,0,0,0
Parasitized,55.5,15343.5,0,0,0
Parasitized,36.5,15645,0,0,0
Parasitized,5.5,28.5,10019.5,0,0
Parasitized,8325,0,0,0,0
Parasitized,14682.5,0,0,0,0
Parasitized,1,0,600.5,15843.5,0
Parasitized,117,18245,0,0,0
Parasitized,10388.5,0,0,0,0
Parasitized,160.5,13508.5,0,0,0
Parasitized,145.5,13047.5,0,0,0
Parasitized,12337,0,0,0,0
Parasitized,150.5,16188,0,0,0
Parasitized,138.5,35.5,18301,18.5,34.5
Parasitized,15204,0,0,0,0
Parasitized,15852.5,0,0,0,0
Parasitized,14022.5,0,0,0,0
Parasitized,42.5,19312,0,0,0
Parasitized,165,15085.5,0,0,0
Parasitized,75.5,14519,0,0,0
Parasitized,141,16457.5,0,0,0
Parasitized,18035,0,0,0,0
Parasitized,183.5,13922,0,0,0
Parasitized,9,14431,0,0,0
Parasitized,135.5,14784,0,0,0
Parasitized,100.5,92.5,17265,0,0
Parasitized,124.5,14583.5,0,0,0
Parasitized,16.5,133,14630,0,0
Parasitized,173,13828.5,0,0,0
Parasitized,172,16701.5,0,0,0
Parasitized,9265,0,0,0,0
Parasitized,483,12890,0,0,0
Parasitized,10306.5,0,0,0,0
Parasitized,14682.5,0,0,0,0
Parasitized,10,16284,0,0,0
Parasitized,26,18594.5,0,0,0
Parasitized,132,9942,0,0,0
Parasitized,173.5,11216,0,0,0
Parasitized,111.5,16967.5,0,0,0
Parasitized,274,8544,0,0,0
Parasitized,257.5,12856,0,0,0
Parasitized,143,12370.5,0,0,0
Parasitized,209,12789,0,0,0
Parasitized,105,113,11400.5,0,0
Parasitized,172.5,14600,0,0,0
Parasitized,143,15758,0,0,0
Parasitized,132,13250,0,0,0
Parasitized,119,11798,0,0,0
Parasitized,155,11173,0,0,0
Parasitized,132,7,11,169.5,13174.5
Parasitized,94.5,88,12174.5,0,0
Parasitized,54,34,14417.5,0,0
Parasitized,129,9650,0,0,0
Parasitized,240.5,15252.5,0,0,0
Parasitized,40,139,14990,0,0
Parasitized,7,65,110.5,13509,0
Parasitized,151,12896,0,0,0
Parasitized,165,12841,0,0,0
Parasitized,81.5,12258,0,0,0
Parasitized,9.5,71.5,77,11593,0
Parasitized,54.5,54.5,12542,0,0
Parasitized,116.5,13113.5,0,0,0
Parasitized,191.5,14010.5,0,0,0
Parasitized,67,50,13410,0,0
Parasitized,109.5,10,11408,0,0
Parasitized,143,11328.5,0,0,0
Parasitized,150,14107.5,0,0,0
Parasitized,171.5,13224,0,0,0
Parasitized,114.5,8573.5,0,0,0
Parasitized,21.5,108.5,13935,0,0
Parasitized,148.5,15155,0,0,0
Parasitized,186,17382.5,0,0,0
Parasitized,161,10396,0,0,0
Parasitized,102.5,12718.5,0,0,0
Parasitized,153.5,16476.5,0,0,0
Parasitized,132.5,12638,0,0,0
Parasitized,136,17095,0,0,0
Parasitized,335,75.5,12196.5,0,0
Parasitized,149.5,15571,0,0,0
Parasitized,180.5,42.5,14815,0,0
Parasitized,205.5,14718,0,0,0
Parasitized,135,14607,0,0,0
Parasitized,149,15552.5,0,0,0
Parasitized,172.5,13987.5,0,0,0
Parasitized,20,158.5,16060.5,0,0
Parasitized,119,46,15164,0,0
Parasitized,141.5,15859.5,0,0,0
Parasitized,24.5,10391,0,0,0
Parasitized,125,14029.5,0,0,0
Parasitized,125,9210.5,0,0,0
Parasitized,155,15002,0,0,0
Parasitized,125,38,15384,0,0
Parasitized,135,11624,0,0,0
Parasitized,299,14201,0,0,0
Parasitized,15781.5,0,0,0,0
Parasitized,114,71.5,11949.5,0,0
Parasitized,69.5,77,15243,0,0
Parasitized,102.5,17501.5,0,0,0
Parasitized,162,117.5,11413,0,0
Parasitized,148.5,16038.5,0,0,0
Parasitized,154,13802.5,0,0,0
Parasitized,109.5,12081,0,0,0
Parasitized,206.5,60,42.5,15644,0
Parasitized,0,10334.5,360,0,0
Parasitized,15700,0,0,0,0
Parasitized,164,15730.5,0,0,0
Parasitized,72,13275.5,0,0,0
Parasitized,179,57,17943,0,0
Parasitized,56.5,100,305.5,201,8070.5
Parasitized,13451.5,0,0,0,0
Parasitized,220.5,24,75.5,15633,0
Parasitized,337.5,70.5,361.5,10321.5,0
Parasitized,10,47.5,714.5,10802,0
Parasitized,14,22.5,349,257.5,12500.5
Parasitized,269,520.5,11959,0,0
Parasitized,14959,0,0,0,0
Parasitized,155.5,9342.5,0,0,0
Parasitized,146,814.5,9988.5,0,0
Parasitized,24.5,352.5,13855,0,0
Parasitized,328,17993,0,0,0
Parasitized,335,54.5,42.5,22,43.5
Parasitized,190,11233.5,0,0,0
Parasitized,87,10380,0,0,0
Parasitized,70.5,11936.5,0,0,0
Parasitized,139.5,11003.5,0,0,0
Parasitized,11838,0,0,0,0
Parasitized,153,12917,0,0,0
Parasitized,119,10374.5,0,0,0
Parasitized,71,11675,0,0,0
Parasitized,95.5,10508,0,0,0
Parasitized,14137.5,0,0,0,0
Parasitized,9886.5,0,0,0,0
Parasitized,91,9571,0,0,0
Parasitized,102,14041.5,0,0,0
Parasitized,7,13776,0,0,0
Parasitized,16592.5,0,0,0,0
Parasitized,67,10470,0,0,0
Parasitized,141.5,12777.5,0,0,0
Parasitized,70,9877.5,0,0,0
Parasitized,10340,0,0,0,0
Parasitized,9281.5,0,0,0,0
Parasitized,9905.5,0,0,0,0
Parasitized,77,11523,0,0,0
Parasitized,16.5,10918.5,0,0,0
Parasitized,104,10128,0,0,0
Parasitized,4,2,65,8691.5,0
Parasitized,215,15000.5,0,0,0
Parasitized,11,9081,0,0,0
Parasitized,70,9009,0,0,0
Parasitized,28.5,8937,0,0,0
Parasitized,70,7068,0,0,0
Parasitized,111.5,7755,0,0,0
Parasitized,81.5,12200.5,0,0,0
Parasitized,107,12774,0,0,0
Parasitized,88.5,7471,0,0,0
Parasitized,81,7437.5,0,0,0
Parasitized,27,9082.5,0,0,0
Parasitized,77,6518,0,0,0
Parasitized,29.5,8242,0,0,0
Parasitized,14.5,11177.5,0,0,0
Parasitized,26,12809,0,0,0
Parasitized,2,12217,0,0,0
Parasitized,10349,0,0,0,0
Parasitized,10,10635.5,0,0,0
Parasitized,259.5,12017.5,0,0,0
Parasitized,26,126.5,15096.5,0,0
Parasitized,188.5,13150,0,0,0
Parasitized,164.5,11646.5,0,0,0
Parasitized,135,12769.5,0,0,0
Parasitized,156,13967.5,0,0,0
Parasitized,44.5,167.5,13240.5,0,0
Parasitized,41,126.5,11651,0,0
Parasitized,2,146.5,14215,0,0
Parasitized,159.5,15183.5,0,0,0
Parasitized,182,14214,0,0,0
Parasitized,188,14078.5,0,0,0
Parasitized,7,151,14512.5,0,0
Parasitized,14,9701,0,0,0
Parasitized,133,13987.5,0,0,0
Parasitized,85.5,14379.5,0,0,0
Parasitized,96.5,13931,0,0,0
Parasitized,182.5,11999.5,0,0,0
Parasitized,81,9627,0,0,0
Parasitized,21,89,49,12811,0
Parasitized,5.5,453,120.5,131,12098
Parasitized,23.5,4,2,466,49.5
Parasitized,87.5,29,198.5,15959.5,0
Parasitized,144.5,198,12262,0,0
Parasitized,227,151,74,38,15995
Parasitized,220,155,2,80,4
Parasitized,9780,0,0,0,0
Parasitized,7,502,190.5,657,58.5
Parasitized,40.5,234,14527.5,0,0
Parasitized,418.5,203.5,112.5,73.5,37.5
Parasitized,9757,0,0,0,0
Parasitized,14,20,15,60.5,8.5
Parasitized,750,312,12867,0,0
Parasitized,193,65.5,17.5,41.5,147.5
Parasitized,374,2,8191,0,0
Parasitized,40.5,14141.5,0,0,0
Parasitized,10,12,9666,0,0
Parasitized,7,151.5,12813,0,0
Parasitized,10372,0,0,0,0
Parasitized,71,10207,0,0,0
Parasitized,32.5,24,188,12.5,173
Parasitized,145,11077,0,0,0
Parasitized,3.5,382,14007.5,0,0
Parasitized,63.5,11406.5,0,0,0
Parasitized,8193,0,0,0,0
Parasitized,10588,0,0,0,0
Parasitized,229,265.5,14420.5,0,0
Parasitized,31,8667,0,0,0
Parasitized,9230.5,0,0,0,0
Parasitized,106,8957,0,0,0
Parasitized,13129.5,0,0,0,0
Parasitized,340.5,8396.5,0,0,0
Parasitized,157,9780.5,0,0,0
Parasitized,277,9870,0,0,0
Parasitized,39,11825,0,0,0
Parasitized,168.5,11307,0,0,0
Parasitized,13131,0,0,0,0
Parasitized,307.5,10407,0,0,0
Parasitized,277,16454,0,0,0
Parasitized,26.5,12938.5,0,0,0
Parasitized,9113,0,0,0,0
Parasitized,184.5,15431,0,0,0
Parasitized,114.5,12761.5,0,0,0
Parasitized,180.5,8724.5,0,0,0
Parasitized,154,15160.5,0,0,0
Parasitized,306.5,8902,0,0,0
Parasitized,204.5,303,2,14196,0
Parasitized,101,16033.5,0,0,0
Parasitized,258.5,12798,0,0,0
Parasitized,114,13329.5,0,0,0
Parasitized,10286,0,0,0,0
Parasitized,157,68.5,12366.5,0,0
Parasitized,6,212,10343.5,0,0
Parasitized,11685.5,0,0,0,0
Parasitized,208,10584,0,0,0
Parasitized,58,11.5,39,215,11629.5
Parasitized,140,11127,0,0,0
Parasitized,67,135,12752,0,0
Parasitized,7,105,13377.5,0,0
Parasitized,26,14610,0,0,0
Parasitized,84.5,9869.5,0,0,0
Parasitized,153,241.5,14239,0,0
Parasitized,11284.5,0,0,0,0
Parasitized,142.5,174.5,11922.5,0,0
Parasitized,7711.5,0,0,0,0
Parasitized,148.5,65.5,11582.5,0,0
Parasitized,14685.5,0,0,0,0
Parasitized,202.5,29,10207.5,0,0
Parasitized,525,14759,0,0,0
Parasitized,324,331.5,10316,0,0
Parasitized,14071.5,0,0,0,0
Parasitized,145,10785,0,0,0
Parasitized,10299,0,0,0,0
Parasitized,221.5,509,9816,0,0
Parasitized,173.5,9340.5,0,0,0
Parasitized,112,6929,0,0,0
Parasitized,14,148,158,13,8
Parasitized,10979,0,0,0,0
Parasitized,106.5,11.5,16361.5,0,0
Parasitized,173.5,12465.5,0,0,0
Parasitized,18,89,11616.5,0,0
Parasitized,13521,0,0,0,0
Parasitized,39,12991,0,0,0
Parasitized,250.5,11838.5,0,0,0
Parasitized,58.5,14004.5,0,0,0
Parasitized,14,500,11231,0,0
Parasitized,283.5,22,14574.5,0,0
Parasitized,191,11084.5,0,0,0
Parasitized,289,10181.5,0,0,0
